meeting_hours,focus_blocks,tasks_completed,overdue_tasks,after_hours_activity,response_time_avg,calendar_fragmentation,consecutive_meeting_ratio,employee_id,week,archetype,productivity_score
10.79,12,17,0.069,2,4.11,0.202,0.039,254,10,deep_focus,100.0
12.66,8,11,0.099,1,2.65,0.241,0.14,254,11,deep_focus,100.0
15.78,6,13,0.286,1,3.54,0.473,0.252,255,0,balanced,94.49
20.51,6,9,0.029,2,3.21,0.326,0.16,255,1,balanced,91.07
13.78,6,11,0.153,1,1.75,0.459,0.346,255,2,balanced,90.24
14.3,9,10,0.096,2,2.26,0.27,0.315,255,3,balanced,100.0
13.15,4,9,0.204,3,4.79,0.509,0.287,255,4,balanced,82.31
10.33,10,9,0.211,1,0.5,0.464,0.351,255,5,balanced,95.03
17.32,2,7,0.132,1,4.36,0.464,0.155,255,6,balanced,90.3
16.84,2,9,0.1,0,3.5,0.285,0.283,255,7,balanced,85.5
18.85,3,6,0.137,1,5.9,0.446,0.255,255,8,balanced,84.82
12.05,7,9,0.115,1,3.22,0.226,0.317,255,9,balanced,97.84
12.18,8,13,0.018,1,3.27,0.249,0.314,255,10,balanced,100.0
15.74,4,10,0.17,1,2.49,0.356,0.268,255,11,balanced,89.51
34.73,0,2,0.553,11,8.42,0.866,0.627,256,0,at_risk,33.48
31.57,0,4,0.447,11,7.72,0.959,0.59,256,1,at_risk,44.3
33.36,0,3,0.495,8,10.75,1.0,0.612,256,2,at_risk,35.46
29.74,1,2,0.498,5,12.14,0.82,0.748,256,3,at_risk,42.22
28.76,1,1,0.624,8,9.6,0.762,0.751,256,4,at_risk,34.88
24.5,1,2,0.738,7,12.32,0.907,0.891,256,5,at_risk,29.02
21.91,1,4,0.575,6,13.09,0.823,0.712,256,6,at_risk,42.76
39.79,0,1,0.465,5,13.98,0.821,0.78,256,7,at_risk,35.93
25.6,0,0,0.576,8,7.46,0.807,0.616,256,8,at_risk,45.56
20.0,1,2,0.581,13,13.0,0.893,0.702,256,9,at_risk,39.36
41.5,1,2,0.411,11,12.61,0.834,0.722,256,10,at_risk,33.72
26.17,1,3,0.69,9,7.38,0.852,0.791,256,11,at_risk,30.52
33.42,2,2,0.527,5,4.31,0.703,0.725,257,0,meeting_heavy,48.07
29.66,0,3,0.133,3,8.37,0.606,0.613,257,1,meeting_heavy,58.79
25.95,1,7,0.29,4,6.5,0.736,0.521,257,2,meeting_heavy,60.4
25.41,1,6,0.405,4,5.22,0.731,0.575,257,3,meeting_heavy,56.74
27.63,1,2,0.426,3,3.12,0.536,0.63,257,4,meeting_heavy,56.55
22.54,1,4,0.312,6,7.9,0.885,0.602,257,5,meeting_heavy,52.67
28.47,3,3,0.21,0,9.34,0.798,0.654,257,6,meeting_heavy,58.25
27.66,1,3,0.424,1,3.6,0.629,0.715,257,7,meeting_heavy,49.01
20.93,2,2,0.18,0,5.89,0.8,0.58,257,8,meeting_heavy,61.63
23.5,0,8,0.473,4,4.68,0.726,0.6,257,9,meeting_heavy,53.84
31.06,2,3,0.429,3,6.09,0.676,0.589,257,10,meeting_heavy,57.25
20.6,2,0,0.327,0,7.0,0.814,0.557,257,11,meeting_heavy,58.68
18.39,9,9,0.07,1,1.89,0.365,0.126,258,0,balanced,100.0
9.12,8,10,0.233,2,4.21,0.386,0.289,258,1,balanced,97.44
11.25,6,6,0.09,2,2.51,0.326,0.219,258,2,balanced,95.51
17.97,5,10,0.171,2,2.53,0.392,0.35,258,3,balanced,92.32
13.76,4,8,0.095,1,4.89,0.392,0.303,258,4,balanced,88.77
21.38,8,8,0.033,0,3.17,0.326,0.12,258,5,balanced,100.0
17.37,5,13,0.106,2,2.86,0.401,0.312,258,6,balanced,90.05
11.4,4,8,0.125,0,3.31,0.527,0.209,258,7,balanced,97.4
16.97,8,10,0.075,2,1.99,0.268,0.286,258,8,balanced,100.0
9.52,7,12,0.16,1,0.86,0.415,0.197,258,9,balanced,95.44
8.4,9,7,0.011,3,3.03,0.388,0.275,258,10,balanced,100.0
16.73,2,6,0.076,0,2.64,0.423,0.228,258,11,balanced,88.48
13.15,4,11,0.122,1,3.36,0.369,0.157,259,0,balanced,95.56
14.27,4,9,0.052,0,2.23,0.569,0.303,259,1,balanced,91.47
15.59,5,12,0.253,2,3.09,0.47,0.251,259,2,balanced,85.72
8.18,4,8,0.228,2,3.44,0.481,0.099,259,3,balanced,92.77
19.06,1,11,0.035,0,4.33,0.299,0.193,259,4,balanced,89.84
17.36,5,9,0.141,1,3.11,0.35,0.278,259,5,balanced,88.84
19.74,5,9,0.134,2,1.91,0.41,0.049,259,6,balanced,97.9
16.33,4,10,0.088,0,3.97,0.295,0.273,259,7,balanced,91.25
14.22,6,8,0.151,0,2.66,0.375,0.339,259,8,balanced,90.83
17.33,7,11,0.1,2,2.64,0.227,0.233,259,9,balanced,98.19
13.15,4,7,0.167,3,2.79,0.453,0.29,259,10,balanced,87.95
18.36,5,9,0.125,4,3.03,0.315,0.158,259,11,balanced,95.32
8.89,10,13,0.024,1,4.89,0.301,0.137,260,0,deep_focus,100.0
5.75,8,11,0.0,3,3.16,0.19,0.111,260,1,deep_focus,100.0
5.81,8,19,0.042,2,4.05,0.172,0.107,260,2,deep_focus,100.0
8.13,7,9,0.072,1,6.5,0.197,0.024,260,3,deep_focus,98.52
9.04,8,15,0.07,0,3.3,0.288,0.051,260,4,deep_focus,100.0
7.71,6,13,0.045,0,1.7,0.2,0.069,260,5,deep_focus,100.0
11.61,7,12,0.055,0,1.73,0.223,0.126,260,6,deep_focus,100.0
11.16,7,16,0.004,1,2.94,0.233,0.025,260,7,deep_focus,100.0
8.84,9,15,0.065,1,2.25,0.319,0.094,260,8,deep_focus,100.0
8.99,7,13,0.057,0,4.41,0.153,0.097,260,9,deep_focus,100.0
9.76,12,14,0.098,0,7.38,0.18,0.098,260,10,deep_focus,100.0
10.45,8,7,0.076,0,5.16,0.26,0.11,260,11,deep_focus,99.05
34.38,1,3,0.247,4,16.16,0.802,0.876,261,0,at_risk,41.57
26.11,1,3,0.607,4,6.59,0.779,0.697,261,1,at_risk,46.53
31.97,1,3,0.571,3,10.05,0.86,0.826,261,2,at_risk,42.45
20.0,1,3,0.523,7,12.64,0.813,0.722,261,3,at_risk,41.84
26.74,0,2,0.796,6,10.6,0.923,0.666,261,4,at_risk,27.67
42.17,0,1,0.794,9,10.25,0.964,0.882,261,5,at_risk,20.82
29.06,1,3,0.341,4,5.93,0.889,0.632,261,6,at_risk,51.43
36.46,2,0,0.358,4,6.49,0.718,0.749,261,7,at_risk,46.06
36.39,0,2,0.603,6,12.43,0.884,0.712,261,8,at_risk,30.68
25.21,0,3,0.263,6,10.3,0.862,1.0,261,9,at_risk,43.13
29.31,1,1,0.671,6,12.63,1.0,0.765,261,10,at_risk,30.52
31.75,2,1,0.482,9,9.6,0.774,0.804,261,11,at_risk,38.77
30.13,1,3,0.492,9,8.42,0.804,1.0,262,0,at_risk,33.03
31.65,0,2,0.737,9,8.05,0.824,0.618,262,1,at_risk,36.36
20.0,0,3,0.156,13,7.34,0.889,0.877,262,2,at_risk,43.03
31.33,0,0,0.479,7,9.92,0.774,0.856,262,3,at_risk,31.59
24.63,1,3,0.8,8,14.14,0.637,0.844,262,4,at_risk,34.61
34.53,1,2,0.664,12,4.37,0.945,0.737,262,5,at_risk,34.11
23.07,1,6,0.492,9,9.97,0.719,0.732,262,6,at_risk,46.3
23.64,0,2,0.701,7,5.79,0.947,0.789,262,7,at_risk,37.89
34.03,0,1,0.602,8,11.14,0.915,0.76,262,8,at_risk,32.28
23.13,2,3,0.381,3,5.98,0.916,0.781,262,9,at_risk,48.96
40.95,1,6,0.405,2,11.66,0.83,0.78,262,10,at_risk,45.23
38.41,2,1,0.685,4,15.01,0.886,0.801,262,11,at_risk,33.02
25.64,4,7,0.411,3,6.66,0.595,0.611,263,0,meeting_heavy,63.58
24.25,1,0,0.24,4,9.46,0.656,0.618,263,1,meeting_heavy,52.7
28.35,2,3,0.469,0,3.79,0.778,0.61,263,2,meeting_heavy,52.52
25.93,1,1,0.3,2,5.43,0.877,0.677,263,3,meeting_heavy,55.32
27.58,1,2,0.23,1,5.91,0.635,0.617,263,4,meeting_heavy,58.91
23.43,3,0,0.312,0,6.48,0.826,0.465,263,5,meeting_heavy,57.98
16.71,2,3,0.322,2,4.05,0.863,0.627,263,6,meeting_heavy,56.35
18.86,1,6,0.421,2,9.41,0.895,0.577,263,7,meeting_heavy,53.34
22.63,1,7,0.249,4,7.38,0.72,0.781,263,8,meeting_heavy,58.67
18.6,1,5,0.385,0,8.48,0.799,0.496,263,9,meeting_heavy,62.74
21.0,1,4,0.317,2,2.77,0.784,0.408,263,10,meeting_heavy,65.98
21.53,2,3,0.39,4,8.1,0.589,0.594,263,11,meeting_heavy,56.84
8.65,7,12,0.112,0,3.86,0.308,0.071,264,0,deep_focus,100.0
3.76,6,11,0.035,1,3.93,0.101,0.168,264,1,deep_focus,100.0
6.5,9,17,0.071,2,3.93,0.179,0.115,264,2,deep_focus,100.0
7.63,12,8,0.047,3,3.41,0.281,0.144,264,3,deep_focus,100.0
3.98,9,23,0.0,0,3.66,0.171,0.056,264,4,deep_focus,100.0
6.23,7,12,0.09,1,3.28,0.083,0.144,264,5,deep_focus,100.0
6.47,9,13,0.068,0,6.22,0.183,0.108,264,6,deep_focus,100.0
6.1,12,13,0.033,1,4.47,0.324,0.0,264,7,deep_focus,100.0
5.19,11,10,0.063,0,3.25,0.12,0.1,264,8,deep_focus,100.0
12.66,6,15,0.044,0,3.29,0.079,0.075,264,9,deep_focus,100.0
5.4,10,6,0.054,0,4.01,0.327,0.083,264,10,deep_focus,100.0
9.51,10,16,0.067,0,4.97,0.319,0.124,264,11,deep_focus,100.0
17.75,1,5,0.392,1,4.58,0.698,0.658,265,0,meeting_heavy,61.9
16.11,1,4,0.384,0,5.55,0.766,0.609,265,1,meeting_heavy,56.22
22.07,0,1,0.405,2,5.9,0.579,0.597,265,2,meeting_heavy,54.65
23.85,1,0,0.308,1,6.76,0.767,0.729,265,3,meeting_heavy,48.87
25.46,1,1,0.433,5,7.41,0.763,0.503,265,4,meeting_heavy,55.65
30.73,4,1,0.436,4,5.32,0.886,0.64,265,5,meeting_heavy,52.46
21.02,1,3,0.42,4,6.44,0.675,0.638,265,6,meeting_heavy,49.75
23.95,2,3,0.445,3,6.97,0.702,0.6,265,7,meeting_heavy,52.31
28.64,2,0,0.343,0,4.97,0.756,0.677,265,8,meeting_heavy,54.41
21.75,3,2,0.195,3,3.62,0.668,0.692,265,9,meeting_heavy,54.99
30.51,1,3,0.295,6,4.94,0.711,0.762,265,10,meeting_heavy,45.17
29.28,1,2,0.246,4,8.45,0.69,0.564,265,11,meeting_heavy,53.75
22.93,3,3,0.378,0,5.85,0.662,0.549,266,0,meeting_heavy,67.51
25.34,1,2,0.503,2,4.76,0.86,0.602,266,1,meeting_heavy,49.38
25.95,3,1,0.464,0,4.37,0.66,0.586,266,2,meeting_heavy,60.36
24.54,2,3,0.262,5,6.2,0.725,0.586,266,3,meeting_heavy,57.19
25.8,3,2,0.285,1,6.64,0.85,0.463,266,4,meeting_heavy,66.14
20.13,2,2,0.311,1,7.52,0.739,0.527,266,5,meeting_heavy,58.16
19.5,1,5,0.452,0,7.97,0.821,0.547,266,6,meeting_heavy,57.11
26.45,2,8,0.373,2,3.37,0.758,0.7,266,7,meeting_heavy,57.6
23.24,1,3,0.399,0,5.62,0.849,0.582,266,8,meeting_heavy,57.75
24.76,3,4,0.222,1,6.19,0.876,0.666,266,9,meeting_heavy,61.96
26.71,2,2,0.338,4,4.86,0.606,0.563,266,10,meeting_heavy,58.88
26.85,1,2,0.372,4,6.41,0.735,0.526,266,11,meeting_heavy,56.78
12.99,6,8,0.126,1,3.2,0.446,0.21,267,0,balanced,93.78
16.61,5,9,0.114,0,2.36,0.406,0.142,267,1,balanced,95.94
17.91,3,9,0.07,1,2.19,0.376,0.193,267,2,balanced,88.01
18.33,3,11,0.063,0,3.0,0.591,0.104,267,3,balanced,88.63
12.51,4,11,0.07,1,4.74,0.281,0.332,267,4,balanced,88.59
14.06,7,10,0.125,1,2.65,0.407,0.269,267,5,balanced,90.0
14.18,8,7,0.166,1,1.72,0.453,0.174,267,6,balanced,96.82
16.78,3,13,0.131,2,2.15,0.211,0.384,267,7,balanced,90.56
15.96,7,9,0.134,3,2.97,0.494,0.091,267,8,balanced,93.39
15.33,8,10,0.114,1,2.75,0.318,0.234,267,9,balanced,100.0
24.23,4,10,0.126,1,2.0,0.445,0.318,267,10,balanced,86.41
16.41,9,11,0.046,1,3.28,0.451,0.377,267,11,balanced,94.29
10.18,6,12,0.125,1,3.04,0.424,0.243,268,0,balanced,95.79
13.45,6,11,0.284,0,3.59,0.548,0.188,268,1,balanced,95.37
16.32,4,8,0.115,1,3.75,0.256,0.318,268,2,balanced,81.37
18.1,10,12,0.09,0,2.31,0.342,0.104,268,3,balanced,100.0
13.86,6,11,0.204,1,2.28,0.534,0.371,268,4,balanced,90.79
15.66,3,12,0.116,2,2.33,0.511,0.363,268,5,balanced,83.68
14.89,3,7,0.139,0,3.24,0.416,0.302,268,6,balanced,85.66
18.43,6,10,0.12,2,4.84,0.475,0.29,268,7,balanced,94.17
14.83,5,8,0.108,3,2.92,0.562,0.172,268,8,balanced,86.61
16.86,7,7,0.047,2,2.45,0.463,0.365,268,9,balanced,89.23
11.99,1,11,0.248,0,4.24,0.534,0.313,268,10,balanced,84.11
12.7,7,11,0.105,1,2.64,0.389,0.234,268,11,balanced,98.59
26.43,0,1,0.76,9,10.33,0.932,0.587,269,0,at_risk,34.77
25.28,1,3,0.268,3,11.25,1.0,0.872,269,1,at_risk,50.93
38.91,1,0,0.693,6,12.08,0.852,0.778,269,2,at_risk,26.08
30.24,2,0,0.326,8,14.32,0.985,0.628,269,3,at_risk,41.05
23.55,0,5,0.548,5,11.64,0.786,0.909,269,4,at_risk,30.74
28.83,1,4,0.789,6,13.26,0.858,0.689,269,5,at_risk,32.48
22.82,0,5,0.656,3,4.76,0.761,0.672,269,6,at_risk,44.82
32.0,0,6,0.298,5,12.36,0.918,0.716,269,7,at_risk,47.24
37.45,0,3,0.656,5,15.08,0.783,0.764,269,8,at_risk,35.29
24.06,0,2,0.312,9,11.07,0.937,0.715,269,9,at_risk,40.37
35.79,1,7,0.477,10,11.44,0.804,0.618,269,10,at_risk,42.48
28.23,2,3,0.572,9,10.22,0.938,0.779,269,11,at_risk,41.37
17.13,0,8,0.091,2,1.59,0.382,0.313,270,0,balanced,80.8
11.07,5,8,0.122,1,3.97,0.453,0.235,270,1,balanced,93.65
14.42,8,10,0.112,1,4.89,0.331,0.321,270,2,balanced,98.66
15.81,4,11,0.137,2,4.17,0.43,0.192,270,3,balanced,88.31
19.92,7,6,0.214,0,2.69,0.294,0.362,270,4,balanced,83.7
13.83,6,7,0.182,1,4.51,0.461,0.189,270,5,balanced,96.4
13.94,7,11,0.08,2,3.41,0.467,0.291,270,6,balanced,96.35
15.62,6,12,0.187,2,2.11,0.608,0.391,270,7,balanced,82.46
11.81,7,8,0.155,1,4.29,0.443,0.088,270,8,balanced,95.24
20.05,5,10,0.129,0,5.47,0.322,0.324,270,9,balanced,88.29
16.85,4,9,0.162,1,4.82,0.341,0.205,270,10,balanced,94.05
14.31,4,9,0.119,0,1.18,0.541,0.359,270,11,balanced,90.08
15.45,3,8,0.216,1,3.03,0.531,0.306,271,0,balanced,85.67
14.99,4,8,0.108,2,1.75,0.408,0.219,271,1,balanced,88.94
11.53,1,8,0.054,1,0.72,0.419,0.323,271,2,balanced,86.25
15.65,4,6,0.12,2,1.68,0.353,0.23,271,3,balanced,86.22
24.0,2,5,0.164,3,2.72,0.366,0.284,271,4,balanced,76.61
7.52,8,8,0.183,0,3.12,0.485,0.336,271,5,balanced,90.73
16.07,7,10,0.043,0,0.89,0.477,0.218,271,6,balanced,95.88
18.27,3,9,0.093,0,3.92,0.651,0.339,271,7,balanced,81.32
17.44,9,7,0.193,2,4.19,0.481,0.232,271,8,balanced,91.77
21.78,5,11,0.178,1,3.39,0.409,0.197,271,9,balanced,91.69
9.73,9,9,0.0,1,3.38,0.213,0.183,271,10,balanced,100.0
10.89,8,9,0.094,2,3.5,0.226,0.201,271,11,balanced,99.56
30.37,0,5,0.231,0,4.97,0.796,0.545,272,0,meeting_heavy,62.17
24.1,2,1,0.223,1,7.22,0.769,0.523,272,1,meeting_heavy,62.23
22.54,3,5,0.386,0,7.19,0.909,0.707,272,2,meeting_heavy,60.22
25.76,1,3,0.279,0,6.84,0.85,0.46,272,3,meeting_heavy,58.8
29.6,3,5,0.363,3,6.0,0.932,0.661,272,4,meeting_heavy,52.75
24.67,2,3,0.268,5,5.48,0.718,0.658,272,5,meeting_heavy,58.52
23.39,1,0,0.389,3,6.71,0.542,0.465,272,6,meeting_heavy,61.02
29.8,0,4,0.193,1,6.51,0.776,0.701,272,7,meeting_heavy,56.98
27.92,1,2,0.355,5,7.65,0.73,0.594,272,8,meeting_heavy,56.36
23.69,3,4,0.186,4,9.31,0.638,0.685,272,9,meeting_heavy,55.59
26.74,0,3,0.193,3,7.11,0.784,0.548,272,10,meeting_heavy,54.63
22.59,2,1,0.316,0,5.18,0.749,0.81,272,11,meeting_heavy,55.68
11.22,6,9,0.042,1,2.6,0.378,0.252,273,0,balanced,99.28
14.08,5,10,0.088,0,2.29,0.544,0.326,273,1,balanced,92.76
21.21,5,10,0.125,2,2.71,0.409,0.256,273,2,balanced,97.05
17.91,6,10,0.134,3,1.27,0.303,0.304,273,3,balanced,87.93
16.33,7,10,0.086,2,3.02,0.355,0.305,273,4,balanced,94.82
17.38,9,12,0.18,4,2.85,0.354,0.319,273,5,balanced,93.13
14.27,4,11,0.032,1,2.98,0.356,0.109,273,6,balanced,100.0
8.21,7,10,0.119,0,3.34,0.22,0.058,273,7,balanced,100.0
13.18,8,10,0.219,0,3.49,0.375,0.361,273,8,balanced,91.1
16.1,3,9,0.115,2,0.8,0.367,0.221,273,9,balanced,90.62
7.84,2,5,0.104,1,2.76,0.425,0.18,273,10,balanced,89.79
20.31,8,6,0.07,2,2.77,0.293,0.103,273,11,balanced,98.59
18.28,5,8,0.112,1,2.32,0.259,0.377,274,0,balanced,91.2
19.89,7,10,0.02,0,2.65,0.304,0.104,274,1,balanced,100.0
11.94,9,8,0.159,0,2.78,0.397,0.378,274,2,balanced,88.52
5.37,6,10,0.049,1,3.01,0.547,0.267,274,3,balanced,100.0
13.17,7,9,0.086,0,2.7,0.47,0.209,274,4,balanced,99.58
13.99,6,10,0.073,2,1.54,0.514,0.276,274,5,balanced,90.9
13.46,5,13,0.111,1,1.86,0.256,0.268,274,6,balanced,95.31
11.86,6,11,0.152,1,3.89,0.504,0.239,274,7,balanced,96.59
17.83,2,12,0.078,0,2.67,0.523,0.225,274,8,balanced,89.76
9.1,5,9,0.077,0,3.73,0.342,0.263,274,9,balanced,95.62
14.24,4,10,0.021,3,2.43,0.361,0.309,274,10,balanced,88.75
13.66,3,10,0.087,3,2.79,0.173,0.326,274,11,balanced,86.87
14.24,5,8,0.094,1,3.33,0.425,0.245,275,0,balanced,88.87
17.07,8,6,0.159,1,2.33,0.364,0.287,275,1,balanced,90.36
14.25,7,9,0.188,0,5.45,0.311,0.364,275,2,balanced,90.45
13.16,6,12,0.027,2,2.99,0.458,0.251,275,3,balanced,97.87
11.06,7,11,0.16,1,3.94,0.541,0.1,275,4,balanced,96.86
11.41,3,7,0.103,0,2.62,0.305,0.231,275,5,balanced,93.84
15.15,5,10,0.183,3,2.78,0.582,0.32,275,6,balanced,82.56
8.78,4,12,0.09,0,2.77,0.202,0.166,275,7,balanced,100.0
13.54,8,11,0.049,1,3.08,0.374,0.228,275,8,balanced,98.15
7.53,5,3,0.158,0,3.69,0.46,0.207,275,9,balanced,96.89
19.49,5,9,0.186,1,4.04,0.161,0.258,275,10,balanced,92.16
10.22,7,13,0.064,0,2.9,0.303,0.328,275,11,balanced,100.0
20.42,1,5,0.36,1,5.08,0.827,0.61,276,0,meeting_heavy,58.81
33.3,0,3,0.294,0,6.26,0.708,0.615,276,1,meeting_heavy,56.63
32.06,3,3,0.392,3,6.53,0.737,0.745,276,2,meeting_heavy,46.9
27.76,2,4,0.462,0,10.26,0.767,0.486,276,3,meeting_heavy,55.54
30.58,0,3,0.451,4,5.12,0.725,0.475,276,4,meeting_heavy,52.14
17.7,1,5,0.323,5,4.71,0.601,0.715,276,5,meeting_heavy,61.84
28.92,1,7,0.242,2,6.82,0.703,0.623,276,6,meeting_heavy,62.98
30.74,1,6,0.401,2,5.84,0.713,0.684,276,7,meeting_heavy,46.28
31.05,2,2,0.383,1,6.32,0.891,0.718,276,8,meeting_heavy,47.06
28.58,2,2,0.204,3,5.25,0.928,0.763,276,9,meeting_heavy,52.15
23.63,0,4,0.381,1,6.33,0.657,0.685,276,10,meeting_heavy,58.28
28.73,0,2,0.301,3,6.54,0.793,0.535,276,11,meeting_heavy,55.48
25.55,0,0,0.665,10,3.51,0.997,0.749,277,0,at_risk,24.72
27.03,2,3,0.721,10,14.0,0.798,0.729,277,1,at_risk,31.39
29.63,1,5,0.717,1,14.05,0.926,0.713,277,2,at_risk,42.41
31.38,1,2,0.622,7,8.7,0.865,1.0,277,3,at_risk,29.34
25.82,0,1,0.672,9,9.98,0.932,0.829,277,4,at_risk,30.29
24.59,1,3,0.553,5,12.23,0.878,0.726,277,5,at_risk,45.66
27.08,1,3,0.151,6,9.28,0.801,0.825,277,6,at_risk,48.26
34.88,2,0,0.482,7,8.13,0.908,0.698,277,7,at_risk,41.98
33.7,3,7,0.536,10,8.8,0.931,0.732,277,8,at_risk,46.22
20.0,0,3,0.75,7,13.01,0.814,0.716,277,9,at_risk,37.41
27.88,1,2,0.754,5,11.55,0.924,0.601,277,10,at_risk,36.21
28.01,1,4,0.515,3,13.11,0.845,0.588,277,11,at_risk,47.19
26.52,1,1,0.355,3,5.99,0.479,0.633,278,0,meeting_heavy,52.71
37.11,0,3,0.33,2,3.52,0.661,0.693,278,1,meeting_heavy,43.08
27.77,2,2,0.316,2,2.9,0.724,0.764,278,2,meeting_heavy,51.04
31.35,1,7,0.325,1,7.91,0.579,0.589,278,3,meeting_heavy,61.62
25.77,1,3,0.359,2,5.63,0.833,0.658,278,4,meeting_heavy,53.58
23.78,2,2,0.549,2,5.61,0.902,0.721,278,5,meeting_heavy,51.88
21.7,0,1,0.382,2,4.13,0.711,0.772,278,6,meeting_heavy,50.34
32.98,1,5,0.42,5,6.02,0.672,0.51,278,7,meeting_heavy,56.84
25.1,2,1,0.479,0,8.58,0.718,0.785,278,8,meeting_heavy,43.77
20.37,0,1,0.516,4,3.04,0.77,0.74,278,9,meeting_heavy,44.83
27.3,3,4,0.184,3,6.97,0.772,0.56,278,10,meeting_heavy,62.57
27.2,0,1,0.381,4,4.44,0.824,0.65,278,11,meeting_heavy,46.23
32.71,1,3,0.41,4,11.24,0.866,0.805,279,0,at_risk,46.27
38.45,0,4,0.662,6,10.37,0.827,0.961,279,1,at_risk,20.98
31.88,0,2,0.355,10,12.31,0.826,0.66,279,2,at_risk,40.51
29.41,0,0,0.583,7,13.28,0.838,0.717,279,3,at_risk,38.43
25.52,1,3,0.351,3,8.36,0.927,0.779,279,4,at_risk,49.97
23.75,0,1,0.696,9,13.28,0.848,0.838,279,5,at_risk,28.53
26.3,0,3,0.357,6,14.35,0.763,0.617,279,6,at_risk,45.39
31.74,1,2,0.56,7,8.08,0.809,0.734,279,7,at_risk,42.14
25.19,1,1,0.941,9,6.19,0.652,0.681,279,8,at_risk,31.68
34.89,0,1,0.414,5,6.96,0.818,0.883,279,9,at_risk,34.04
27.98,1,0,0.423,10,7.22,0.845,0.954,279,10,at_risk,36.26
35.15,1,2,0.703,0,9.58,0.683,0.766,279,11,at_risk,40.4
14.77,6,10,0.114,0,2.89,0.364,0.178,280,0,balanced,96.4
17.4,3,13,0.145,2,4.05,0.356,0.293,280,1,balanced,88.86
11.14,5,11,0.116,3,4.22,0.139,0.294,280,2,balanced,95.25
15.34,7,8,0.113,0,4.49,0.433,0.285,280,3,balanced,92.91
13.79,7,13,0.027,1,3.76,0.325,0.309,280,4,balanced,99.36
13.71,0,9,0.116,2,3.34,0.347,0.124,280,5,balanced,81.71
17.86,5,8,0.195,2,2.37,0.17,0.233,280,6,balanced,89.96
15.82,2,13,0.008,0,1.98,0.293,0.075,280,7,balanced,97.86
18.01,5,7,0.205,2,2.16,0.432,0.336,280,8,balanced,81.26
12.53,5,7,0.13,1,3.04,0.318,0.418,280,9,balanced,84.76
14.65,7,5,0.17,1,2.74,0.388,0.297,280,10,balanced,88.21
8.22,6,14,0.039,1,2.52,0.448,0.319,280,11,balanced,97.8
19.34,4,10,0.073,0,3.48,0.49,0.352,281,0,balanced,87.61
15.35,6,10,0.071,0,3.67,0.317,0.108,281,1,balanced,98.45
17.82,0,9,0.161,0,2.79,0.286,0.169,281,2,balanced,88.1
11.55,3,9,0.254,2,4.01,0.48,0.194,281,3,balanced,88.64
18.13,7,10,0.151,3,3.84,0.368,0.244,281,4,balanced,94.25
16.53,9,10,0.251,2,2.57,0.491,0.282,281,5,balanced,94.78
14.78,4,12,0.222,2,5.22,0.458,0.291,281,6,balanced,84.77
11.1,2,9,0.0,2,3.39,0.197,0.235,281,7,balanced,92.42
20.65,4,6,0.015,2,2.57,0.365,0.216,281,8,balanced,90.14
12.12,6,7,0.075,2,3.38,0.469,0.422,281,9,balanced,86.04
14.86,5,9,0.059,1,3.36,0.441,0.255,281,10,balanced,89.14
17.84,5,8,0.027,2,2.3,0.307,0.217,281,11,balanced,92.11
12.44,6,12,0.243,1,5.2,0.408,0.274,282,0,balanced,96.55
20.18,9,7,0.127,2,1.93,0.213,0.131,282,1,balanced,96.97
18.68,2,7,0.09,0,1.83,0.196,0.208,282,2,balanced,87.3
21.99,8,8,0.069,2,3.08,0.394,0.384,282,3,balanced,87.76
10.7,7,11,0.057,1,1.21,0.43,0.213,282,4,balanced,100.0
11.98,8,10,0.18,1,4.19,0.213,0.25,282,5,balanced,99.07
14.62,6,11,0.097,2,4.0,0.338,0.219,282,6,balanced,97.83
12.15,6,10,0.126,0,1.57,0.444,0.234,282,7,balanced,100.0
10.46,7,11,0.16,1,2.32,0.532,0.224,282,8,balanced,98.86
14.11,5,4,0.082,0,3.22,0.34,0.226,282,9,balanced,94.4
19.35,6,10,0.063,2,4.65,0.52,0.174,282,10,balanced,100.0
8.84,5,9,0.167,3,1.74,0.414,0.232,282,11,balanced,93.47
16.74,9,11,0.133,2,2.6,0.394,0.083,283,0,balanced,100.0
17.36,6,10,0.18,1,2.21,0.402,0.159,283,1,balanced,93.51
13.88,7,8,0.071,1,3.37,0.279,0.208,283,2,balanced,100.0
17.99,0,11,0.097,1,2.32,0.364,0.3,283,3,balanced,80.29
16.71,7,10,0.11,2,4.34,0.284,0.194,283,4,balanced,90.78
18.78,5,8,0.125,2,3.04,0.274,0.259,283,5,balanced,87.21
17.15,8,11,0.116,1,1.16,0.521,0.224,283,6,balanced,99.39
12.7,6,7,0.061,1,2.37,0.434,0.203,283,7,balanced,97.24
21.17,7,8,0.264,1,2.29,0.471,0.266,283,8,balanced,86.66
16.94,7,10,0.264,2,2.99,0.628,0.303,283,9,balanced,89.58
16.07,6,9,0.206,0,4.37,0.312,0.245,283,10,balanced,93.9
13.07,7,9,0.08,1,2.3,0.346,0.13,283,11,balanced,100.0
15.16,7,10,0.119,1,4.53,0.453,0.163,284,0,balanced,96.91
12.7,6,7,0.141,2,2.5,0.597,0.191,284,1,balanced,94.04
11.43,5,9,0.094,0,2.48,0.463,0.097,284,2,balanced,100.0
8.44,5,8,0.124,2,3.98,0.532,0.144,284,3,balanced,93.35
